method,path,operation_id,requires_auth,primary_tag,summary
GET,/v1/admin/intelligence/risk/{entity_type}/{entity_id},get_risk_entity_v1_admin_intelligence_risk__entity_type___entity_id__get,True,Intelligence Command Center,Get Risk Entity
POST,/v1/admin/intelligence/risk/{entity_type}/{entity_id}/recompute,recompute_risk_v1_admin_intelligence_risk__entity_type___entity_id__recompute_post,True,Intelligence Command Center,Recompute Risk
GET,/v1/admin/intelligence/summary,get_summary_v1_admin_intelligence_summary_get,True,Intelligence Command Center,Get Summary
GET,/v1/admin/issue-types,list_issue_types_v1_admin_issue_types_get,True,Admin Catalog,List master issue types
POST,/v1/admin/issue-types,create_issue_type_v1_admin_issue_types_post,True,Admin Catalog,Create master issue type
GET,/v1/admin/issue-types-v2,list_issue_types_v1_admin_issue_types_v2_get,True,Issue Types,List Issue Types
POST,/v1/admin/issue-types-v2,create_issue_type_v1_admin_issue_types_v2_post,True,Issue Types,Create Issue Type
GET,/v1/admin/issue-types-v2/{issue_id},get_issue_type_v1_admin_issue_types_v2__issue_id__get,True,Issue Types,Get Issue Type
PUT,/v1/admin/issue-types-v2/{issue_id},update_issue_type_v1_admin_issue_types_v2__issue_id__put,True,Issue Types,Update Issue Type
POST,/v1/admin/issue-types-v2/{issue_id}/activate,activate_issue_type_v1_admin_issue_types_v2__issue_id__activate_post,True,Issue Types,Activate Issue Type
POST,/v1/admin/issue-types-v2/{issue_id}/archive,archive_issue_type_v1_admin_issue_types_v2__issue_id__archive_post,True,Issue Types,Archive Issue Type
POST,/v1/admin/issue-types-v2/{issue_id}/deactivate,deactivate_issue_type_v1_admin_issue_types_v2__issue_id__deactivate_post,True,Issue Types,Deactivate Issue Type
GET,/v1/admin/issue-types/{issue_type_id},get_issue_type_v1_admin_issue_types__issue_type_id__get,True,Admin Catalog,Get master issue type
PUT,/v1/admin/issue-types/{issue_type_id},update_issue_type_v1_admin_issue_types__issue_type_id__put,True,Admin Catalog,Update master issue type
DELETE,/v1/admin/issue-types/{issue_type_id},delete_issue_type_v1_admin_issue_types__issue_type_id__delete,True,Admin Catalog,Deactivate master issue type
POST,/v1/admin/jobs/{job_id}/calculate-commission,admin_calculate_commission_v1_admin_jobs__job_id__calculate_commission_post,True,Admin Packages,Calculate commission for a job
POST,/v1/admin/jobs/{job_id}/deduct-commission,admin_deduct_commission_v1_admin_jobs__job_id__deduct_commission_post,True,Admin Packages,Deduct commission from tenant wallet for a job
GET,/v1/admin/locations/cities,admin_list_cities_v1_admin_locations_cities_get,True,Locations,List cities for a district
POST,/v1/admin/locations/cities/{city_id}/zones,admin_create_zone_v1_admin_locations_cities__city_id__zones_post,True,Locations,Admin Create Zone
GET,/v1/admin/locations/city-tiers,admin_list_city_tiers_v1_admin_locations_city_tiers_get,True,Locations,Get city tier options
GET,/v1/admin/locations/districts,admin_list_districts_v1_admin_locations_districts_get,True,Locations,List districts for a state
POST,/v1/admin/locations/districts/{district_id}/cities,admin_create_city_v1_admin_locations_districts__district_id__cities_post,True,Locations,Admin Create City
GET,/v1/admin/locations/states,admin_list_states_v1_admin_locations_states_get,True,Locations,List states
POST,/v1/admin/locations/states,admin_create_state_v1_admin_locations_states_post,True,Locations,Admin Create State
POST,/v1/admin/locations/states/{state_id}/districts,admin_create_district_v1_admin_locations_states__state_id__districts_post,True,Locations,Admin Create District
GET,/v1/admin/locations/zones,admin_list_zones_v1_admin_locations_zones_get,True,Locations,List zones for a city
GET,/v1/admin/marketing/ai-budget,get_ai_budget_v1_admin_marketing_ai_budget_get,True,Marketing Command Center,Get platform AI budget
PUT,/v1/admin/marketing/ai-budget,update_ai_budget_v1_admin_marketing_ai_budget_put,True,Marketing Command Center,Update platform AI budget
GET,/v1/admin/marketing/ai-budget/ledger,get_ai_budget_ledger_v1_admin_marketing_ai_budget_ledger_get,True,Marketing Command Center,Platform AI budget ledger
POST,/v1/admin/marketing/ai/generate-caption,generate_caption_v1_admin_marketing_ai_generate_caption_post,True,Marketing Command Center,Generate AI caption
POST,/v1/admin/marketing/ai/generate-hashtags,generate_hashtags_v1_admin_marketing_ai_generate_hashtags_post,True,Marketing Command Center,Generate AI hashtags
POST,/v1/admin/marketing/ai/generate-image,generate_image_v1_admin_marketing_ai_generate_image_post,True,Marketing Command Center,Generate AI image (charged to platform AI budget)
POST,/v1/admin/marketing/ai/generate-variations,generate_variations_v1_admin_marketing_ai_generate_variations_post,True,Marketing Command Center,Generate AI caption variations
GET,/v1/admin/marketing/analytics/campaigns,analytics_campaigns_v1_admin_marketing_analytics_campaigns_get,True,Marketing Command Center,Campaign performance
GET,/v1/admin/marketing/analytics/channels,analytics_channels_v1_admin_marketing_analytics_channels_get,True,Marketing Command Center,Channel performance
GET,/v1/admin/marketing/analytics/posts,analytics_posts_v1_admin_marketing_analytics_posts_get,True,Marketing Command Center,Top performing posts
GET,/v1/admin/marketing/analytics/summary,analytics_summary_v1_admin_marketing_analytics_summary_get,True,Marketing Command Center,Marketing analytics summary
GET,/v1/admin/marketing/audit-logs,audit_logs_v1_admin_marketing_audit_logs_get,True,Marketing Command Center,Marketing audit logs
GET,/v1/admin/marketing/automation-triggers,list_triggers_v1_admin_marketing_automation_triggers_get,True,Admin Marketing Campaigns,List automation triggers
POST,/v1/admin/marketing/automation-triggers/{trigger_key}/run,run_trigger_v1_admin_marketing_automation_triggers__trigger_key__run_post,True,Admin Marketing Campaigns,Execute an automation trigger
GET,/v1/admin/marketing/automation/summary,get_summary_v1_admin_marketing_automation_summary_get,True,Marketing Command Center,Marketing automation KPI summary
GET,/v1/admin/marketing/calendar,get_calendar_v1_admin_marketing_calendar_get,True,Marketing Command Center,Content calendar
GET,/v1/admin/marketing/campaigns,list_campaigns_v1_admin_marketing_campaigns_get,True,Admin Marketing Campaigns,List all marketing campaigns
POST,/v1/admin/marketing/campaigns,create_campaign_v1_admin_marketing_campaigns_post,True,Admin Marketing Campaigns,Create a marketing campaign
GET,/v1/admin/marketing/campaigns/{campaign_id},get_campaign_v1_admin_marketing_campaigns__campaign_id__get,True,Admin Marketing Campaigns,Get campaign detail
PUT,/v1/admin/marketing/campaigns/{campaign_id},update_campaign_v1_admin_marketing_campaigns__campaign_id__put,True,Admin Marketing Campaigns,Update campaign
POST,/v1/admin/marketing/campaigns/{campaign_id}/cancel,cancel_campaign_v1_admin_marketing_campaigns__campaign_id__cancel_post,True,Admin Marketing Campaigns,Cancel campaign
POST,/v1/admin/marketing/campaigns/{campaign_id}/pause,pause_campaign_v1_admin_marketing_campaigns__campaign_id__pause_post,True,Admin Marketing Campaigns,Pause campaign
GET,/v1/admin/marketing/campaigns/{campaign_id}/performance,campaign_performance_v1_admin_marketing_campaigns__campaign_id__performance_get,True,Admin Marketing Campaigns,Campaign performance metrics
POST,/v1/admin/marketing/campaigns/{campaign_id}/resume,resume_campaign_v1_admin_marketing_campaigns__campaign_id__resume_post,True,Admin Marketing Campaigns,Resume campaign
POST,/v1/admin/marketing/campaigns/{campaign_id}/run-now,run_campaign_now_v1_admin_marketing_campaigns__campaign_id__run_now_post,True,Admin Marketing Campaigns,Run campaign immediately
POST,/v1/admin/marketing/campaigns/{campaign_id}/schedule,schedule_campaign_v1_admin_marketing_campaigns__campaign_id__schedule_post,True,Admin Marketing Campaigns,Schedule campaign
GET,/v1/admin/marketing/content-templates,list_templates_v1_admin_marketing_content_templates_get,True,Marketing Command Center,List content templates
POST,/v1/admin/marketing/content-templates,create_template_v1_admin_marketing_content_templates_post,True,Marketing Command Center,Create a content template
PUT,/v1/admin/marketing/content-templates/{template_id},update_template_v1_admin_marketing_content_templates__template_id__put,True,Marketing Command Center,Update a content template
GET,/v1/admin/marketing/events,list_campaign_events_v1_admin_marketing_events_get,True,Admin Marketing Campaigns,List campaign events
GET,/v1/admin/marketing/posts,list_posts_v1_admin_marketing_posts_get,True,Marketing Command Center,List marketing posts
POST,/v1/admin/marketing/posts,create_post_v1_admin_marketing_posts_post,True,Marketing Command Center,Create a marketing post draft
GET,/v1/admin/marketing/posts/{post_id},get_post_v1_admin_marketing_posts__post_id__get,True,Marketing Command Center,Get a marketing post
PUT,/v1/admin/marketing/posts/{post_id},update_post_v1_admin_marketing_posts__post_id__put,True,Marketing Command Center,Update a marketing post
POST,/v1/admin/marketing/posts/{post_id}/approve,approve_post_v1_admin_marketing_posts__post_id__approve_post,True,Marketing Command Center,Approve a post
POST,/v1/admin/marketing/posts/{post_id}/cancel,cancel_post_v1_admin_marketing_posts__post_id__cancel_post,True,Marketing Command Center,Cancel a post
POST,/v1/admin/marketing/posts/{post_id}/publish-now,publish_now_v1_admin_marketing_posts__post_id__publish_now_post,True,Marketing Command Center,Publish a post immediately
POST,/v1/admin/marketing/posts/{post_id}/reject,reject_post_v1_admin_marketing_posts__post_id__reject_post,True,Marketing Command Center,Reject a post
POST,/v1/admin/marketing/posts/{post_id}/reschedule,reschedule_post_v1_admin_marketing_posts__post_id__reschedule_post,True,Marketing Command Center,Reschedule a post
POST,/v1/admin/marketing/posts/{post_id}/retry,retry_post_v1_admin_marketing_posts__post_id__retry_post,True,Marketing Command Center,Retry a failed post
POST,/v1/admin/marketing/posts/{post_id}/schedule,schedule_post_v1_admin_marketing_posts__post_id__schedule_post,True,Marketing Command Center,Schedule a post
POST,/v1/admin/marketing/posts/{post_id}/submit-approval,submit_approval_v1_admin_marketing_posts__post_id__submit_approval_post,True,Marketing Command Center,Submit post for approval
GET,/v1/admin/marketing/publish-failures,list_publish_failures_v1_admin_marketing_publish_failures_get,True,Marketing Command Center,Failed publish attempts / retry queue
POST,/v1/admin/marketing/segments/preview,preview_segment_v1_admin_marketing_segments_preview_post,True,Admin Marketing Campaigns,Preview audience segment
GET,/v1/admin/marketing/social-accounts,list_social_accounts_v1_admin_marketing_social_accounts_get,True,Marketing Command Center,List connected social accounts
POST,/v1/admin/marketing/social-accounts/connect,connect_social_account_v1_admin_marketing_social_accounts_connect_post,True,Marketing Command Center,Connect a social account
POST,/v1/admin/marketing/social-accounts/{account_id}/disconnect,disconnect_social_account_v1_admin_marketing_social_accounts__account_id__disconnect_post,True,Marketing Command Center,Disconnect a social account
POST,/v1/admin/marketing/social-accounts/{account_id}/sync,sync_social_account_v1_admin_marketing_social_accounts__account_id__sync_post,True,Marketing Command Center,Sync a social account
POST,/v1/admin/marketing/social-accounts/{account_id}/test,test_social_account_v1_admin_marketing_social_accounts__account_id__test_post,True,Marketing Command Center,Test social account connection
GET,/v1/admin/master-data-audit,list_master_data_audit_v1_admin_master_data_audit_get,True,Admin Catalog,List master data audit log
GET,/v1/admin/master-services,list_master_services_v1_admin_master_services_get,True,Admin Catalog,List master services
POST,/v1/admin/master-services,create_master_service_v1_admin_master_services_post,True,Admin Catalog,Create master service
GET,/v1/admin/master-services/export,export_master_services_v1_admin_master_services_export_get,True,Admin Catalog,Export master services
GET,/v1/admin/master-services/summary,master_services_summary_v1_admin_master_services_summary_get,True,Admin Catalog,Master services summary cards
GET,/v1/admin/master-services/{service_id},get_master_service_v1_admin_master_services__service_id__get,True,Admin Catalog,Get master service
PUT,/v1/admin/master-services/{service_id},update_master_service_v1_admin_master_services__service_id__put,True,Admin Catalog,Update master service
DELETE,/v1/admin/master-services/{service_id},delete_master_service_v1_admin_master_services__service_id__delete,True,Admin Catalog,Deactivate master service
POST,/v1/admin/master-services/{service_id}/activate,activate_master_service_v1_admin_master_services__service_id__activate_post,True,Admin Catalog,Activate master service
POST,/v1/admin/master-services/{service_id}/archive,archive_master_service_v1_admin_master_services__service_id__archive_post,True,Admin Catalog,Archive master service
GET,/v1/admin/master-services/{service_id}/brands,list_service_brand_mappings_v1_admin_master_services__service_id__brands_get,True,Admin Catalog,List brand mappings for service
POST,/v1/admin/master-services/{service_id}/brands,map_service_brand_v1_admin_master_services__service_id__brands_post,True,Admin Catalog,Map brand to master service
DELETE,/v1/admin/master-services/{service_id}/brands/{mapping_id},remove_service_brand_mapping_v1_admin_master_services__service_id__brands__mapping_id__delete,True,Admin Catalog,Remove brand mapping from service
POST,/v1/admin/master-services/{service_id}/deactivate,deactivate_master_service_v1_admin_master_services__service_id__deactivate_post,True,Admin Catalog,Deactivate master service
DELETE,/v1/admin/master-services/{service_id}/hard-delete,hard_delete_master_service_v1_admin_master_services__service_id__hard_delete_delete,True,Admin Catalog,Permanently delete a master service (only if no pricing rules reference it)
GET,/v1/admin/master-services/{service_id}/issues,list_service_issue_mappings_v1_admin_master_services__service_id__issues_get,True,Service Option Mappings,List Service Issue Mappings
POST,/v1/admin/master-services/{service_id}/issues,add_service_issue_mapping_v1_admin_master_services__service_id__issues_post,True,Service Option Mappings,Add Service Issue Mapping
